Numero de entrada en el vocabulario,palabra,Positiva,Negativa,Frecuencia_Total
2337,eureka,0.0,1.0,1.0
2338,iii,26.0,3.0,29.0
2339,specifically,15.0,3.0,18.0
2340,subzero,1.0,0.0,1.0
2341,conveniently,2.0,0.0,2.0
2342,amonths,1.0,0.0,1.0
2343,rjb,1.0,0.0,1.0
2344,dissapointed,0.0,2.0,2.0
2345,uhc,1.0,0.0,1.0
2346,had,1.0,0.0,1.0
2347,airdroid,0.0,1.0,1.0
2348,bounced,0.0,1.0,1.0
2349,prepard,0.0,1.0,1.0
2350,gui,2.0,0.0,2.0
2351,eleven,1.0,0.0,1.0
2352,evidently,1.0,0.0,1.0
2353,glowing,0.0,1.0,1.0
2354,leaves,1.0,0.0,1.0
2355,kwpould,0.0,1.0,1.0
2356,adapterworks,1.0,0.0,1.0
2357,increases,5.0,0.0,5.0
2358,uhss,1.0,0.0,1.0
2359,minutesusing,1.0,0.0,1.0
2360,insertion,1.0,0.0,1.0
2361,melting,1.0,0.0,1.0
2362,simple,33.0,1.0,34.0
2363,y,1.0,0.0,1.0
2364,strict,1.0,0.0,1.0
2365,stripe,3.0,0.0,3.0
2366,worthy,1.0,0.0,1.0
2367,enthusiast,2.0,0.0,2.0
2368,optimus,15.0,0.0,15.0
2369,hotsmaller,0.0,1.0,1.0
2370,dear,0.0,1.0,1.0
2371,ejected,1.0,1.0,2.0
2372,particular,11.0,2.0,13.0
2373,controlswatching,1.0,0.0,1.0
2374,output,0.0,1.0,1.0
2375,minute,13.0,3.0,16.0
2376,somehow,8.0,2.0,10.0
2377,configuration,2.0,0.0,2.0
2378,box,52.0,9.0,61.0
2379,movieson,1.0,0.0,1.0
2380,decay,0.0,1.0,1.0
2381,formating,3.0,1.0,4.0
2382,wait,26.0,7.0,33.0
2383,basics,1.0,0.0,1.0
2384,seinfeld,1.0,0.0,1.0
2385,duds,1.0,1.0,2.0
2386,ring,1.0,0.0,1.0
2387,donei,0.0,1.0,1.0
2388,passwords,0.0,1.0,1.0
2389,alla,1.0,0.0,1.0
2390,correct,11.0,3.0,14.0
2391,forgeries,1.0,0.0,1.0
2392,sweetspot,1.0,0.0,1.0
2393,cardnope,0.0,1.0,1.0
2394,apprehensive,1.0,1.0,2.0
2395,cardsawesome,1.0,0.0,1.0
2396,galexy,2.0,0.0,2.0
2397,tracking,3.0,2.0,5.0
2398,continuously,3.0,1.0,4.0
2399,snapshots,1.0,0.0,1.0
2400,buffering,8.0,0.0,8.0
2401,mortar,2.0,0.0,2.0
2402,onerkmw,1.0,0.0,1.0
2403,sorage,1.0,0.0,1.0
2404,chugging,1.0,2.0,3.0
2405,hxhcxc,0.0,1.0,1.0
2406,accessed,1.0,2.0,3.0
2407,skill,1.0,0.0,1.0
2408,monitor,0.0,1.0,1.0
2409,casio,2.0,0.0,2.0
2410,picking,1.0,0.0,1.0
2411,uhswrite,0.0,1.0,1.0
2412,shipments,1.0,1.0,2.0
2413,factorremember,1.0,0.0,1.0
2414,caps,2.0,0.0,2.0
2415,blackvue,1.0,1.0,2.0
2416,opportunities,1.0,0.0,1.0
2417,classten,1.0,0.0,1.0
2418,outside,7.0,5.0,12.0
2419,loose,8.0,4.0,12.0
2420,slowed,4.0,0.0,4.0
2421,bread,1.0,0.0,1.0
2422,ugly,2.0,0.0,2.0
2423,clipp,1.0,0.0,1.0
2424,reverts,1.0,0.0,1.0
2425,nothingmy,0.0,1.0,1.0
2426,bogus,3.0,0.0,3.0
2427,devicesi,2.0,1.0,3.0
2428,assortment,1.0,0.0,1.0
2429,media,74.0,6.0,80.0
2430,proactively,0.0,1.0,1.0
2431,dit,1.0,0.0,1.0
2432,onto,61.0,16.0,77.0
2433,raise,0.0,1.0,1.0
2434,local,19.0,0.0,19.0
2435,seconds,32.0,4.0,36.0
2436,weight,3.0,0.0,3.0
2437,downusing,1.0,0.0,1.0
2438,outlets,1.0,0.0,1.0
2439,cases,5.0,0.0,5.0
2440,however,70.0,30.0,100.0
2441,speedupdate,0.0,2.0,2.0
2442,pluggesd,1.0,0.0,1.0
2443,stellar,2.0,0.0,2.0
2444,misplace,5.0,0.0,5.0
2445,disapointed,0.0,1.0,1.0
2446,instruction,1.0,0.0,1.0
2447,connector,0.0,1.0,1.0
2448,sums,0.0,1.0,1.0
2449,dock,2.0,0.0,2.0
2450,basketball,1.0,0.0,1.0
2451,normally,9.0,4.0,13.0
2452,page,5.0,3.0,8.0
2453,assign,1.0,0.0,1.0
2454,datai,2.0,1.0,3.0
2455,contry,1.0,0.0,1.0
2456,moblie,1.0,0.0,1.0
2457,genuinely,1.0,0.0,1.0
2458,variant,1.0,1.0,2.0
2459,check,22.0,15.0,37.0
2460,convenient,8.0,0.0,8.0
2461,hands,7.0,0.0,7.0
2462,useoverall,1.0,0.0,1.0
2463,cardmicrosd,1.0,0.0,1.0
2464,adds,16.0,0.0,16.0
2465,suggestions,1.0,0.0,1.0
2466,mircosd,3.0,0.0,3.0
2467,unstable,2.0,1.0,3.0
2468,manual,2.0,0.0,2.0
2469,grat,1.0,0.0,1.0
2470,overnighted,2.0,0.0,2.0
2471,lieu,1.0,0.0,1.0
2472,countless,2.0,1.0,3.0
2473,evaporated,1.0,0.0,1.0
2474,accidently,2.0,0.0,2.0
2475,seen,27.0,13.0,40.0
2476,easily,61.0,3.0,64.0
2477,sized,21.0,0.0,21.0
2478,benefits,4.0,0.0,4.0
2479,threeyearold,1.0,0.0,1.0
2480,interupting,0.0,1.0,1.0
2481,mission,1.0,0.0,1.0
2482,fighting,1.0,1.0,2.0
2483,prcess,0.0,1.0,1.0
2484,contourroam,3.0,1.0,4.0
2485,paperweight,0.0,1.0,1.0
2486,peak,2.0,0.0,2.0
2487,whatnot,1.0,0.0,1.0
2488,gadgets,5.0,1.0,6.0
2489,thanksgiving,3.0,0.0,3.0
2490,thinkpad,4.0,0.0,4.0
2491,mei,2.0,0.0,2.0
2492,k,22.0,4.0,26.0
2493,initiallyamazon,1.0,0.0,1.0
2494,writembs,0.0,1.0,1.0
2495,becuase,2.0,0.0,2.0
2496,gigabytes,7.0,0.0,7.0
2497,sincei,1.0,0.0,1.0
2498,furniture,1.0,0.0,1.0
2499,happily,4.0,0.0,4.0
2500,aiiiighsuperspeedy,1.0,0.0,1.0
2501,tore,1.0,0.0,1.0
2502,heat,10.0,0.0,10.0
2503,ordering,17.0,1.0,18.0
2504,zone,5.0,1.0,6.0
2505,falls,2.0,1.0,3.0
2506,kid,2.0,0.0,2.0
2507,advise,4.0,3.0,7.0
2508,againif,0.0,1.0,1.0
2509,speeduhs,1.0,0.0,1.0
2510,memopad,2.0,0.0,2.0
2511,to,2.0,1.0,3.0
2512,upgrades,1.0,0.0,1.0
2513,unable,6.0,12.0,18.0
2514,print,2.0,2.0,4.0
2515,underwater,3.0,0.0,3.0
2516,husband,5.0,0.0,5.0
2517,literallythe,1.0,0.0,1.0
2518,atrocious,0.0,1.0,1.0
2519,directlyin,1.0,0.0,1.0
2520,preloaded,1.0,0.0,1.0
2521,sharpest,0.0,1.0,1.0
2522,frustrationi,0.0,1.0,1.0
2523,optimization,1.0,0.0,1.0
2524,dealers,0.0,1.0,1.0
2525,exhausted,1.0,0.0,1.0
2526,quadrupling,1.0,0.0,1.0
2527,camera,377.0,47.0,424.0
2528,always,196.0,19.0,215.0
2529,physically,4.0,0.0,4.0
2530,feet,2.0,0.0,2.0
2531,refused,2.0,4.0,6.0
2532,slowi,0.0,1.0,1.0
2533,incredible,13.0,3.0,16.0
2534,cycle,2.0,1.0,3.0
2535,lived,1.0,1.0,2.0
2536,minutesone,1.0,0.0,1.0
2537,questionable,1.0,1.0,2.0
2538,girlfriendthe,1.0,0.0,1.0
2539,hunky,1.0,0.0,1.0
2540,remounts,0.0,2.0,2.0
2541,surpass,1.0,0.0,1.0
2542,gigs,50.0,6.0,56.0
2543,upgradeable,1.0,0.0,1.0
2544,ddrive,1.0,0.0,1.0
2545,lepan,1.0,0.0,1.0
2546,gadget,3.0,0.0,3.0
2547,procrastinate,1.0,0.0,1.0
2548,snappy,3.0,0.0,3.0
2549,credit,1.0,3.0,4.0
2550,somethings,1.0,0.0,1.0
2551,upgraded,26.0,3.0,29.0
2552,az,1.0,0.0,1.0
2553,recoverablethis,1.0,0.0,1.0
2554,fellow,1.0,0.0,1.0
2555,devices,182.0,29.0,211.0
2556,slipped,7.0,0.0,7.0
2557,present,1.0,0.0,1.0
2558,stuck,17.0,13.0,30.0
2559,conversion,4.0,0.0,4.0
2560,necessity,3.0,0.0,3.0
2561,themthe,1.0,0.0,1.0
2562,frankly,0.0,1.0,1.0
2563,goodies,2.0,0.0,2.0
2564,filesystem,4.0,2.0,6.0
2565,favor,3.0,0.0,3.0
2566,evolved,1.0,0.0,1.0
2567,retrieve,4.0,0.0,4.0
2568,summers,1.0,0.0,1.0
2569,unhelpful,0.0,1.0,1.0
2570,came,180.0,19.0,199.0
2571,streamsdownloadsuploads,1.0,0.0,1.0
2572,third,13.0,4.0,17.0
2573,forgo,1.0,1.0,2.0
2574,entrust,1.0,0.0,1.0
2575,yeah,9.0,2.0,11.0
2576,synced,3.0,1.0,4.0
2577,ups,4.0,5.0,9.0
2578,blocked,1.0,0.0,1.0
2579,sectors,3.0,2.0,5.0
2580,neededhighly,1.0,0.0,1.0
2581,deals,11.0,0.0,11.0
2582,leftvery,1.0,0.0,1.0
2583,thisallinall,1.0,0.0,1.0
2584,smy,0.0,1.0,1.0
2585,mu,0.0,1.0,1.0
2586,wind,3.0,0.0,3.0
2587,everi,1.0,0.0,1.0
2588,technologyno,1.0,0.0,1.0
2589,auction,2.0,0.0,2.0
2590,spending,8.0,2.0,10.0
2591,goprohard,1.0,0.0,1.0
2592,video,329.0,30.0,359.0
2593,smoothly,14.0,0.0,14.0
2594,rocks,4.0,1.0,5.0
2595,complained,1.0,2.0,3.0
2596,protrudes,1.0,0.0,1.0
2597,acer,9.0,3.0,12.0
2598,spitting,1.0,0.0,1.0
2599,annoyed,1.0,1.0,2.0
2600,hdworks,1.0,0.0,1.0
2601,finds,2.0,0.0,2.0
2602,maxes,1.0,0.0,1.0
2603,retrieval,2.0,0.0,2.0
2604,compact,19.0,0.0,19.0
2605,positive,7.0,3.0,10.0
2606,olds,2.0,0.0,2.0
2607,memor,1.0,0.0,1.0
2608,development,1.0,0.0,1.0
2609,unexpectedlythen,0.0,1.0,1.0
2610,rightok,1.0,0.0,1.0
2611,nears,1.0,0.0,1.0
2612,timing,1.0,0.0,1.0
2613,tracked,0.0,1.0,1.0
2614,environment,3.0,0.0,3.0
2615,pointandshoot,1.0,0.0,1.0
2616,shippment,1.0,0.0,1.0
2617,benchmarked,3.0,0.0,3.0
2618,trail,2.0,0.0,2.0
2619,mom,4.0,0.0,4.0
2620,delays,9.0,0.0,9.0
2621,listed,5.0,3.0,8.0
2622,caches,1.0,0.0,1.0
2623,waylittle,1.0,0.0,1.0
2624,sign,3.0,1.0,4.0
2625,dumping,1.0,2.0,3.0
2626,grandkids,1.0,0.0,1.0
2627,building,0.0,1.0,1.0
2628,loosing,1.0,0.0,1.0
2629,locks,3.0,1.0,4.0
2630,experience,43.0,15.0,58.0
2631,wadapter,1.0,0.0,1.0
2632,whopping,0.0,2.0,2.0
2633,stallinghere,1.0,0.0,1.0
2634,nifty,6.0,0.0,6.0
2635,continues,9.0,0.0,9.0
2636,storageso,1.0,0.0,1.0
2637,xp,8.0,4.0,12.0
2638,rec,0.0,1.0,1.0
2639,portable,16.0,1.0,17.0
2640,vision,2.0,0.0,2.0
2641,aft,0.0,1.0,1.0
2642,galaxu,1.0,0.0,1.0
2643,reformated,0.0,2.0,2.0
2644,permanently,3.0,3.0,6.0
2645,enoughdefinitely,0.0,1.0,1.0
2646,carefully,1.0,1.0,2.0
2647,leader,8.0,0.0,8.0
2648,mass,4.0,1.0,5.0
2649,model,26.0,8.0,34.0
2650,marks,0.0,1.0,1.0
2651,several,104.0,27.0,131.0
2652,threw,8.0,3.0,11.0
2653,pocket,4.0,1.0,5.0
2654,chere,1.0,0.0,1.0
2655,sits,4.0,0.0,4.0
2656,gbhcconsnone,1.0,0.0,1.0
2657,nevertheless,2.0,0.0,2.0
2658,discount,7.0,1.0,8.0
2659,productthis,1.0,0.0,1.0
2660,housekeeping,1.0,0.0,1.0
2661,sp,3.0,0.0,3.0
2662,displaying,0.0,1.0,1.0
2663,grace,1.0,1.0,2.0
2664,bits,1.0,0.0,1.0
2665,restarted,2.0,5.0,7.0
2666,storagefrees,1.0,0.0,1.0
2667,took,77.0,22.0,99.0
2668,relative,1.0,0.0,1.0
2669,column,0.0,1.0,1.0
2670,retail,23.0,8.0,31.0
2671,upping,1.0,0.0,1.0
2672,sfirst,0.0,1.0,1.0
2673,cardbottom,1.0,0.0,1.0
2674,a,8.0,1.0,9.0
2675,tiptop,1.0,0.0,1.0
2676,videoflawless,1.0,0.0,1.0
2677,performancehassle,1.0,0.0,1.0
2678,vgpmcaahtestw,0.0,1.0,1.0
2679,memories,12.0,5.0,17.0
2680,aski,1.0,0.0,1.0
2681,recyclable,1.0,0.0,1.0
2682,troubleshoot,1.0,0.0,1.0
2683,theirandroid,1.0,0.0,1.0
2684,loops,1.0,0.0,1.0
2685,goodmy,1.0,0.0,1.0
2686,utilized,3.0,1.0,4.0
2687,thoughalso,1.0,0.0,1.0
2688,suspicious,0.0,1.0,1.0
2689,available,81.0,9.0,90.0
2690,imitation,2.0,1.0,3.0
2691,prism,1.0,0.0,1.0
2692,microsds,4.0,0.0,4.0
2693,cranked,1.0,0.0,1.0
2694,adventure,2.0,0.0,2.0
2695,disconnected,1.0,2.0,3.0
2696,developer,1.0,0.0,1.0
2697,pricei,2.0,0.0,2.0
2698,beforemicrosd,1.0,0.0,1.0
2699,pull,11.0,4.0,15.0
2700,answers,1.0,2.0,3.0
2701,gss,0.0,2.0,2.0
2702,facing,1.0,0.0,1.0
2703,playstore,1.0,0.0,1.0
2704,videoso,1.0,0.0,1.0
2705,year,61.0,22.0,83.0
2706,avoiding,0.0,1.0,1.0
2707,enthusiasts,1.0,0.0,1.0
2708,mk,3.0,0.0,3.0
2709,sticks,4.0,1.0,5.0
2710,planning,8.0,1.0,9.0
2711,pricewith,1.0,0.0,1.0
2712,bargan,1.0,0.0,1.0
2713,cross,1.0,0.0,1.0
2714,cdsthese,1.0,0.0,1.0
2715,friendly,4.0,0.0,4.0
2716,othernow,1.0,0.0,1.0
2717,economical,4.0,0.0,4.0
2718,beat,46.0,1.0,47.0
2719,contract,2.0,0.0,2.0
2720,slower,30.0,15.0,45.0
2721,carries,1.0,0.0,1.0
2722,directed,1.0,0.0,1.0
2723,company,25.0,13.0,38.0
2724,unclassed,1.0,0.0,1.0
2725,service,41.0,18.0,59.0
2726,sux,1.0,0.0,1.0
2727,happierive,1.0,0.0,1.0
2728,acontourroam,0.0,1.0,1.0
2729,unpackaged,1.0,0.0,1.0
2730,wayi,1.0,1.0,2.0
2731,interfaces,1.0,0.0,1.0
2732,readwrites,2.0,0.0,2.0
2733,junkie,1.0,0.0,1.0
2734,implied,0.0,1.0,1.0
2735,garbage,1.0,4.0,5.0
2736,negligible,1.0,1.0,2.0
2737,obtained,1.0,0.0,1.0
2738,detailswhen,1.0,0.0,1.0
2739,received,54.0,19.0,73.0
2740,converted,2.0,1.0,3.0
2741,checksum,1.0,0.0,1.0
2742,eligible,2.0,0.0,2.0
2743,hotels,1.0,0.0,1.0
2744,claims,6.0,3.0,9.0
2745,updatesdo,0.0,1.0,1.0
2746,lag,50.0,3.0,53.0
2747,peppier,1.0,0.0,1.0
2748,amazes,3.0,0.0,3.0
2749,reviewed,5.0,0.0,5.0
2750,archos,1.0,0.0,1.0
2751,volumes,1.0,0.0,1.0
2752,hiccupsi,1.0,0.0,1.0
2753,assess,0.0,1.0,1.0
2754,enabled,2.0,2.0,4.0
2755,rightand,1.0,0.0,1.0
2756,sectorsanother,0.0,1.0,1.0
2757,buywell,1.0,0.0,1.0
2758,inevitably,1.0,0.0,1.0
2759,informationthe,0.0,1.0,1.0
2760,snapshot,1.0,0.0,1.0
2761,acronis,1.0,0.0,1.0
2762,noticed,37.0,8.0,45.0
2763,action,37.0,1.0,38.0
2764,devicei,1.0,0.0,1.0
2765,constraints,1.0,0.0,1.0
2766,notifications,1.0,0.0,1.0
2767,assure,1.0,0.0,1.0
2768,forbid,1.0,0.0,1.0
2769,wednesday,0.0,1.0,1.0
2770,motorolla,1.0,0.0,1.0
2771,absolute,5.0,0.0,5.0
2772,definition,15.0,2.0,17.0
2773,guruand,1.0,0.0,1.0
2774,interchangeable,1.0,0.0,1.0
2775,tabletnotebook,1.0,0.0,1.0
2776,square,1.0,0.0,1.0
2777,blackwith,1.0,0.0,1.0
2778,bitlocker,3.0,0.0,3.0
2779,form,12.0,3.0,15.0
2780,fits,74.0,2.0,76.0
2781,shipping,64.0,9.0,73.0
2782,goings,1.0,0.0,1.0
2783,lol,8.0,0.0,8.0
2784,press,3.0,0.0,3.0
2785,overkill,14.0,0.0,14.0
2786,j,1.0,1.0,2.0
2787,sometime,0.0,1.0,1.0
2788,preformated,1.0,0.0,1.0
2789,unlucky,0.0,1.0,1.0
2790,bottlenecked,1.0,0.0,1.0
2791,agothankfully,0.0,1.0,1.0
2792,traditional,2.0,0.0,2.0
2793,gear,6.0,1.0,7.0
2794,slowly,6.0,1.0,7.0
2795,originally,14.0,2.0,16.0
2796,just,1.0,0.0,1.0
2797,problema,1.0,0.0,1.0
2798,natively,2.0,0.0,2.0
2799,led,4.0,2.0,6.0
2800,turns,14.0,4.0,18.0
2801,amazonso,0.0,1.0,1.0
2802,teen,1.0,0.0,1.0
2803,technologies,1.0,1.0,2.0
2804,any,1.0,0.0,1.0
2805,slate,3.0,0.0,3.0
2806,wash,1.0,0.0,1.0
2807,acknowledged,1.0,2.0,3.0
2808,brutally,1.0,0.0,1.0
2809,hopeful,1.0,0.0,1.0
2810,although,24.0,10.0,34.0
2811,fragile,0.0,1.0,1.0
2812,backfree,1.0,0.0,1.0
2813,optioni,0.0,1.0,1.0
2814,envyenjoyps,1.0,0.0,1.0
2815,performances,1.0,1.0,2.0
2816,seemless,1.0,0.0,1.0
2817,ad,3.0,1.0,4.0
2818,snadisk,1.0,0.0,1.0
2819,logged,1.0,0.0,1.0
2820,enlarged,1.0,0.0,1.0
2821,borrowed,1.0,0.0,1.0
2822,sata,3.0,1.0,4.0
2823,frame,11.0,1.0,12.0
2824,classes,4.0,0.0,4.0
2825,extras,2.0,0.0,2.0
2826,cause,11.0,4.0,15.0
2827,cameraslaptop,1.0,0.0,1.0
2828,twist,2.0,0.0,2.0
2829,edit,2.0,2.0,4.0
2830,all,1.0,0.0,1.0
2831,determine,4.0,0.0,4.0
2832,nearly,14.0,3.0,17.0
2833,sdusb,1.0,0.0,1.0
2834,doubles,3.0,0.0,3.0
2835,io,2.0,1.0,3.0
2836,naturally,1.0,2.0,3.0
2837,shots,13.0,2.0,15.0
2838,husbands,1.0,0.0,1.0
2839,kingston,16.0,8.0,24.0
2840,idiots,1.0,0.0,1.0
2841,va,1.0,0.0,1.0
2842,capacities,3.0,0.0,3.0
2843,zip,8.0,0.0,8.0
2844,lenovos,1.0,0.0,1.0
2845,popping,3.0,1.0,4.0
2846,fancier,1.0,0.0,1.0
2847,gp,1.0,0.0,1.0
2848,nexn,1.0,0.0,1.0
2849,newer,17.0,2.0,19.0
2850,upsetsome,0.0,1.0,1.0
2851,greed,1.0,0.0,1.0
2852,tons,52.0,4.0,56.0
2853,flawlesslyi,2.0,0.0,2.0
2854,pined,1.0,0.0,1.0
2855,companyupdate,0.0,1.0,1.0
2856,endemic,1.0,0.0,1.0
2857,samung,1.0,0.0,1.0
2858,cards,538.0,109.0,647.0
2859,versa,1.0,0.0,1.0
2860,padded,0.0,1.0,1.0
2861,stamp,3.0,0.0,3.0
2862,tend,13.0,0.0,13.0
2863,stretches,1.0,0.0,1.0
2864,moneyit,1.0,0.0,1.0
2865,disks,4.0,0.0,4.0
2866,lgp,0.0,1.0,1.0
2867,readers,18.0,6.0,24.0
2868,distance,1.0,0.0,1.0
2869,anyway,26.0,6.0,32.0
2870,arc,1.0,0.0,1.0
2871,simultaneously,1.0,0.0,1.0
2872,diligence,3.0,0.0,3.0
2873,instore,1.0,0.0,1.0
2874,softwares,0.0,1.0,1.0
2875,dangerous,1.0,0.0,1.0
2876,away,52.0,19.0,71.0
2877,spy,1.0,0.0,1.0
2878,crippled,0.0,2.0,2.0
2879,flashcard,0.0,1.0,1.0
2880,follow,1.0,0.0,1.0
2881,everywhere,4.0,1.0,5.0
2882,sides,1.0,1.0,2.0
2883,mfgrs,1.0,0.0,1.0
2884,incensed,0.0,1.0,1.0
2885,waywhats,0.0,1.0,1.0
2886,outstanding,6.0,0.0,6.0
2887,phenomenal,3.0,0.0,3.0
2888,lesser,8.0,0.0,8.0
2889,voice,3.0,1.0,4.0
2890,locally,8.0,0.0,8.0
2891,unformattedthey,0.0,1.0,1.0
2892,failures,12.0,1.0,13.0
2893,marvelous,1.0,0.0,1.0
2894,dangerously,0.0,1.0,1.0
2895,classfor,0.0,1.0,1.0
2896,jar,1.0,0.0,1.0
2897,ths,1.0,0.0,1.0
2898,arrivalwhat,1.0,0.0,1.0
2899,allbased,1.0,0.0,1.0
2900,tactical,1.0,0.0,1.0
2901,predecessor,1.0,0.0,1.0
2902,care,14.0,2.0,16.0
2903,reinstalled,3.0,1.0,4.0
2904,phonehowever,0.0,1.0,1.0
2905,function,13.0,1.0,14.0
2906,powerhouse,2.0,0.0,2.0
2907,tabletupdate,1.0,0.0,1.0
2908,functions,10.0,2.0,12.0
2909,lotsa,1.0,0.0,1.0
2910,youfer,0.0,1.0,1.0
2911,doworks,1.0,0.0,1.0
2912,name,67.0,11.0,78.0
2913,scores,0.0,1.0,1.0
2914,ends,0.0,2.0,2.0
2915,work,341.0,79.0,420.0
2916,macs,1.0,0.0,1.0
2917,nonvolatile,1.0,0.0,1.0
2918,solid,36.0,3.0,39.0
2919,md,1.0,0.0,1.0
2920,slrs,1.0,0.0,1.0
2921,megabytes,3.0,0.0,3.0
2922,lossplaced,1.0,0.0,1.0
2923,necessary,15.0,2.0,17.0
2924,reconnect,1.0,1.0,2.0
2925,gigsno,1.0,0.0,1.0
2926,soaps,1.0,0.0,1.0
2927,monthsthis,1.0,0.0,1.0
2928,commented,1.0,0.0,1.0
2929,cardhear,0.0,1.0,1.0
2930,browser,1.0,0.0,1.0
2931,havve,0.0,1.0,1.0
2932,rocksolid,2.0,0.0,2.0
2933,texts,2.0,0.0,2.0
2934,consigliata,1.0,0.0,1.0
2935,saves,7.0,0.0,7.0
2936,phoneotherwise,1.0,0.0,1.0
2937,kyros,1.0,0.0,1.0
2938,premature,0.0,1.0,1.0
2939,premium,12.0,4.0,16.0
2940,breed,1.0,0.0,1.0
2941,child,3.0,0.0,3.0
2942,unmounts,2.0,7.0,9.0
2943,cardworks,1.0,0.0,1.0
2944,maxput,1.0,0.0,1.0
2945,sdcgbhas,0.0,1.0,1.0
2946,siii,19.0,5.0,24.0
2947,supplied,8.0,2.0,10.0
2948,called,12.0,9.0,21.0
2949,interface,10.0,0.0,10.0
2950,reputationi,0.0,1.0,1.0
2951,gbim,1.0,0.0,1.0
2952,gunsmoke,1.0,0.0,1.0
2953,internally,3.0,0.0,3.0
2954,bytessec,0.0,1.0,1.0
2955,stability,4.0,0.0,4.0
2956,lhb,1.0,0.0,1.0
2957,youneed,1.0,0.0,1.0
2958,dashcamera,1.0,0.0,1.0
2959,brandaaaaaaaa,1.0,0.0,1.0
2960,musicthe,1.0,0.0,1.0
2961,coded,0.0,1.0,1.0
2962,essentially,4.0,2.0,6.0
2963,mbsec,16.0,7.0,23.0
2964,heap,2.0,0.0,2.0
2965,prevail,0.0,1.0,1.0
2966,physical,4.0,0.0,4.0
2967,tablete,1.0,0.0,1.0
2968,longing,1.0,0.0,1.0
2969,wrapper,1.0,0.0,1.0
2970,brandsi,1.0,0.0,1.0
2971,wiggles,1.0,0.0,1.0
2972,opener,1.0,0.0,1.0
2973,driving,4.0,0.0,4.0
2974,ripped,6.0,0.0,6.0
2975,camcordertechnology,0.0,1.0,1.0
2976,sublimental,1.0,0.0,1.0
2977,onedrives,1.0,0.0,1.0
2978,adapterother,1.0,0.0,1.0
2979,priceif,0.0,1.0,1.0
2980,sv,1.0,0.0,1.0
2981,improper,1.0,0.0,1.0
2982,export,1.0,0.0,1.0
2983,normal,27.0,5.0,32.0
2984,devzero,0.0,1.0,1.0
2985,effects,1.0,0.0,1.0
2986,worksplus,1.0,0.0,1.0
2987,schedule,4.0,0.0,4.0
2988,bytessecso,0.0,1.0,1.0
2989,probability,1.0,0.0,1.0
2990,circumstance,1.0,0.0,1.0
2991,advertisedi,0.0,1.0,1.0
2992,gogreat,1.0,0.0,1.0
2993,perfactly,0.0,1.0,1.0
2994,hell,1.0,3.0,4.0
2995,booklet,1.0,0.0,1.0
2996,important,23.0,11.0,34.0
2997,experienced,18.0,5.0,23.0
2998,dismountingremounting,1.0,0.0,1.0
2999,friday,16.0,3.0,19.0
3000,dashcam,12.0,1.0,13.0
3001,baffled,1.0,0.0,1.0
3002,swapping,5.0,0.0,5.0
3003,whiteand,1.0,0.0,1.0
3004,son,13.0,1.0,14.0
3005,refer,0.0,1.0,1.0
3006,optimistic,2.0,0.0,2.0
3007,trusted,12.0,2.0,14.0
3008,anticipating,3.0,0.0,3.0
3009,neededwanted,1.0,0.0,1.0
3010,worksabout,1.0,0.0,1.0
3011,dried,1.0,0.0,1.0
3012,screens,1.0,0.0,1.0
3013,generic,15.0,3.0,18.0
3014,thingafter,1.0,0.0,1.0
3015,laptops,9.0,3.0,12.0
3016,spare,25.0,2.0,27.0
3017,recognizedmaybe,1.0,0.0,1.0
3018,invention,1.0,0.0,1.0
3019,trustworthy,3.0,0.0,3.0
3020,problemsthis,1.0,0.0,1.0
3021,proclaim,1.0,0.0,1.0
3022,carbased,1.0,0.0,1.0
3023,reboots,1.0,2.0,3.0
3024,buyit,1.0,0.0,1.0
3025,sometimes,32.0,8.0,40.0
3026,expansion,22.0,1.0,23.0
3027,issuesnot,1.0,0.0,1.0
3028,allthough,1.0,0.0,1.0
3029,mbsonly,1.0,0.0,1.0
3030,customized,1.0,0.0,1.0
3031,automatic,1.0,0.0,1.0
3032,intent,1.0,0.0,1.0
3033,vary,6.0,0.0,6.0
3034,roughly,4.0,2.0,6.0
3035,matching,2.0,1.0,3.0
3036,man,4.0,1.0,5.0
3037,expectationsotherwise,1.0,0.0,1.0
3038,touchy,1.0,0.0,1.0
3039,bay,2.0,0.0,2.0
3040,shutter,4.0,0.0,4.0
3041,inflationthis,1.0,0.0,1.0
3042,theoretical,1.0,0.0,1.0
3043,usedonce,1.0,0.0,1.0
3044,encounter,4.0,0.0,4.0
3045,consideration,1.0,0.0,1.0
3046,otherstranscend,1.0,0.0,1.0
3047,five,13.0,4.0,17.0
3048,httpwwwamazoncomreviewremaxpnidzdrefcmcdnotfmessageieutfcdforumfxfnzeimhndcdpagecdthreadtxvkcupwnixmxfkeevwiiledaniel,0.0,1.0,1.0
3049,weighing,1.0,0.0,1.0
3050,clean,3.0,1.0,4.0
3051,slam,2.0,0.0,2.0
3052,mechanically,1.0,0.0,1.0
3053,disable,1.0,0.0,1.0
3054,pc,99.0,38.0,137.0
3055,reportedly,0.0,1.0,1.0
3056,momentfer,0.0,1.0,1.0
3057,dbpoweramp,2.0,0.0,2.0
3058,rise,0.0,1.0,1.0
3059,rays,1.0,0.0,1.0
3060,trick,9.0,1.0,10.0
3061,interfacing,1.0,0.0,1.0
3062,advertisements,1.0,0.0,1.0
3063,starting,5.0,4.0,9.0
